Time,PAR,tsec,date
2013-07-27T00:32:44Z,1.2,1964,2013-07-27
2013-07-27T00:33:14Z,1.2,1994,2013-07-27
2013-07-27T00:33:44Z,1.2,2024,2013-07-27
2013-07-27T00:34:14Z,1.2,2054,2013-07-27
2013-07-27T00:34:44Z,1.2,2084,2013-07-27
2013-07-27T00:35:14Z,1.2,2114,2013-07-27
2013-07-27T00:35:44Z,1.2,2144,2013-07-27
2013-07-27T00:36:14Z,1.2,2174,2013-07-27
2013-07-27T00:36:44Z,1.2,2204,2013-07-27
2013-07-27T00:37:14Z,1.2,2234,2013-07-27
2013-07-27T00:37:44Z,1.2,2264,2013-07-27
2013-07-27T00:38:14Z,1.2,2294,2013-07-27
2013-07-27T00:38:44Z,1.2,2324,2013-07-27
2013-07-27T00:39:14Z,1.2,2354,2013-07-27
2013-07-27T00:39:44Z,1.2,2384,2013-07-27
2013-07-27T00:40:14Z,1.2,2414,2013-07-27
2013-07-27T00:40:44Z,1.2,2444,2013-07-27
2013-07-27T00:41:14Z,1.2,2474,2013-07-27
2013-07-27T00:41:44Z,1.2,2504,2013-07-27
2013-07-27T00:42:14Z,1.2,2534,2013-07-27
2013-07-27T00:42:44Z,1.2,2564,2013-07-27
2013-07-27T00:43:14Z,1.2,2594,2013-07-27
2013-07-27T00:43:44Z,1.2,2624,2013-07-27
2013-07-27T00:44:14Z,1.2,2654,2013-07-27
2013-07-27T00:44:44Z,1.2,2684,2013-07-27
2013-07-27T00:45:14Z,1.2,2714,2013-07-27
2013-07-27T00:45:44Z,1.2,2744,2013-07-27
2013-07-27T00:46:14Z,1.2,2774,2013-07-27
2013-07-27T00:46:44Z,1.2,2804,2013-07-27
2013-07-27T00:47:14Z,1.2,2834,2013-07-27
2013-07-27T00:47:44Z,1.2,2864,2013-07-27
2013-07-27T00:48:14Z,1.2,2894,2013-07-27
2013-07-27T00:48:44Z,1.2,2924,2013-07-27
2013-07-27T00:49:14Z,1.2,2954,2013-07-27
2013-07-27T00:49:44Z,1.2,2984,2013-07-27
2013-07-27T00:50:14Z,1.2,3014,2013-07-27
2013-07-27T00:50:44Z,1.2,3044,2013-07-27
2013-07-27T00:51:14Z,1.2,3074,2013-07-27
2013-07-27T00:51:44Z,1.2,3104,2013-07-27
2013-07-27T00:52:14Z,1.2,3134,2013-07-27
2013-07-27T00:52:44Z,1.2,3164,2013-07-27
2013-07-27T00:53:14Z,1.2,3194,2013-07-27
2013-07-27T00:53:44Z,1.2,3224,2013-07-27
2013-07-27T00:54:14Z,1.2,3254,2013-07-27
2013-07-27T00:54:44Z,1.2,3284,2013-07-27
2013-07-27T00:55:14Z,1.2,3314,2013-07-27
2013-07-27T00:55:44Z,1.2,3344,2013-07-27
2013-07-27T00:56:14Z,1.2,3374,2013-07-27
2013-07-27T00:56:44Z,1.2,3404,2013-07-27
2013-07-27T00:57:14Z,1.2,3434,2013-07-27
2013-07-27T00:57:44Z,1.2,3464,2013-07-27
2013-07-27T00:58:14Z,1.2,3494,2013-07-27
2013-07-27T00:58:44Z,1.2,3524,2013-07-27
2013-07-27T00:59:14Z,1.2,3554,2013-07-27
2013-07-27T00:59:44Z,1.2,3584,2013-07-27
2013-07-27T01:00:14Z,1.2,3614,2013-07-27
2013-07-27T01:00:44Z,1.2,3644,2013-07-27
2013-07-27T01:01:14Z,1.2,3674,2013-07-27
2013-07-27T01:01:44Z,1.2,3704,2013-07-27
2013-07-27T01:02:14Z,1.2,3734,2013-07-27
2013-07-27T01:02:44Z,1.2,3764,2013-07-27
2013-07-27T01:03:14Z,1.2,3794,2013-07-27
2013-07-27T01:03:44Z,1.2,3824,2013-07-27
2013-07-27T01:04:14Z,1.2,3854,2013-07-27
2013-07-27T01:04:44Z,1.2,3884,2013-07-27
2013-07-27T01:05:14Z,1.2,3914,2013-07-27
2013-07-27T01:05:44Z,1.2,3944,2013-07-27
2013-07-27T01:06:14Z,1.2,3974,2013-07-27
2013-07-27T01:06:44Z,1.2,4004,2013-07-27
2013-07-27T01:07:14Z,1.2,4034,2013-07-27
2013-07-27T01:07:44Z,1.2,4064,2013-07-27
2013-07-27T01:08:14Z,1.2,4094,2013-07-27
2013-07-27T01:08:44Z,1.2,4124,2013-07-27
2013-07-27T01:09:14Z,1.2,4154,2013-07-27
2013-07-27T01:09:44Z,1.2,4184,2013-07-27
2013-07-27T01:10:14Z,1.2,4214,2013-07-27
2013-07-27T01:10:44Z,1.2,4244,2013-07-27
